9219622,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219622.jpg,pgarza.trevino@congreso.gob.mx,Pedro Garza TreviÌ±o,PAN,Nuevo Le&#xF3;n,pedro_garzat
9219638,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219638.jpg,karina.padilla@congreso.gob.mx,Karina Padilla Ìvila,PAN,Guanajuato,Karina_Padilla
9219648,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219648.jpg,rene.mandujano@congreso.gob.mx,RenÌ© Mandujano Tinajero,PAN,Guanajuato,renecercadeti
9219680,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219680.jpg,juan.ruiz@congreso.gob.mx,Juan Carlos RuÌ_z GarcÌ_a,PAN,Nuevo Le&#xF3;n,JcRuizMty
9219684,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219684.jpg,everardo.lopez@congreso.gob.mx,JosÌ© Everardo LÌ_pez CÌ_rdova,PAN,Sonora,everardolopezc
9221505,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221505.jpg,francisco.gutierrez@congreso.gob.mx,Francisco JosÌ© GutiÌ©rrez de Velasco Urtaza,PAN,Veracruz,pacogdev
9221506,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221506.jpg,adriana.elizarraraz@congreso.gob.mx,Adriana Elizarraraz Sandoval,PAN,Guanajuato,AdriElizarraraz
9221507,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221507.jpg,elias.iniguez@congreso.gob.mx,ElÌ_as Octavio ÌÌ±iguez MejÌ_a,PAN,Jalisco,DipEliass
9221527,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221527.jpg,juan.pina@congreso.gob.mx,Juan Pablo PiÌ±a Kurczyn,PAN,Puebla,JuanPabloPinaK
9221528,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221528.jpg,ruben.garrido@congreso.gob.mx,RubÌ©n Alejandro Garrido MuÌ±oz,PAN,Puebla,RubenGarridoTex
9221529,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221529.jpg,lilia.garcia@congreso.gob.mx,Lilia Arminda GarcÌ_a Escobar,PAN,Puebla,LiliarmindaDip
9221531,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221531.jpg,jesus.lopez@congreso.gob.mx,JesÌ¼s Antonio LÌ_pez RodrÌ_guez,PAN,Sinaloa,DrChuyLopez
9221537,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9221537.jpg,gerardo.salas@congreso.gob.mx,Gerardo Federico Salas DÌ_az,PAN,Aguascalientes,diputadospan
9221543,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9221543.jpg,S/C,Carlos Alberto Palomeque Archila,PAN,Chiapas,S/T
9219329,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219329.jpg,luis.valles@congreso.gob.mx,Luis Alfredo Valles Mendoza,PANAL,Durango,alfredvalles
9219332,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219332.jpg,,Mirna Isabel SaldÌ_var Paz,PANAL,Nuevo Le&#xF3;n,saldivar_mpaz
9219334,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219334.jpg,,Carlos GutiÌ©rrez GarcÌ_a,PANAL,Quintana Roo,dipnuevalianza
9219336,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219336.jpg,,Luis Manuel HernÌÁndez LeÌ_n,PANAL,Distrito Federal,dipnuevalianza
9219396,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219396.jpg,,Carmen Victoria Campa Almaral,PANAL,Sinaloa,PakyCampa
9219397,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219397.jpg,jesus.mendez@congreso.gob.mx,JesÌ¼s Rafael MÌ©ndez Salas,PANAL,Tamaulipas,zacilmoguel
9219401,diputado,"[{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219401.jpg,maria.ocampo@congreso.gob.mx,MarÌ_a Eugenia Ocampo Bedolla,PANAL,Morelos,MariaEugeniaOca
9219404,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219404.jpg,javier.pinto@congreso.gob.mx,Francisco Javier Pinto Torres,PANAL,Colima,FcoJavierPinto
9219405,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219405.jpg,angelica.reyes@congreso.gob.mx,AngÌ©lica Reyes Ìvila,PANAL,Michoac&#xE1;n,Angelicasnte18
9219620,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219620.jpg,agarcia.yanez@congreso.gob.mx,Ìngel GarcÌ_a YÌÁÌ±ez,PANAL,Morelos,AngelGarcia2012
9219774,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219774.jpg,ksanchez.ruiz@congreso.gob.mx,Karina SÌÁnchez Ruiz,PANAL,Oaxaca,KaSanchezRuiz
9219079,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219079.jpg,evelyn.parra@congreso.gob.mx,Evelyn Parra Ìlvarez,PRD,Distrito Federal,evelyn111parra
9219091,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219091.jpg,rafael.hernandez@congreso.gob.mx,Rafael HernÌÁndez Soriano,PRD,Distrito Federal,RafaHSoriano
9219111,diputado,"[{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219111.jpg,daniel.ordonez@congreso.gob.mx,Daniel OrdÌ_Ì±ez HernÌÁndez,PRD,Distrito Federal,danielord2012
9219113,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219113.jpg,chernandez.miron@congreso.gob.mx,Carlos HernÌÁndez MirÌ_n,PRD,Distrito Federal,hernandezmiron
9219129,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219129.jpg,arturo.santana@congreso.gob.mx,Arturo Santana Alfaro,PRD,Distrito Federal,Arturo_SantanaA
9219133,diputado,"[{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219133.jpg,diego.valera@congreso.gob.mx,Diego Valente Valera Fuentes,PRD,Chiapas,dievalera
9219143,diputado,[],MR,/Archivos/Fotos/9219143.jpg,jeronimo.ojeda@congreso.gob.mx,JerÌ_nimo Alejandro Ojeda Anguiano,PRD,Distrito Federal,ojedaizt
9219167,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219167.jpg,ana.carrera@congreso.gob.mx,Ana Leticia Carrera HernÌÁndez,PRD,Distrito Federal,carreraleti
9219215,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219215.jpg,guadalupe.acosta@congreso.gob.mx,Guadalupe Acosta Naranjo,PRD,Nayarit,acostanaranjo
9219217,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219217.jpg,hortensia.aragon@congreso.gob.mx,Hortensia AragÌ_n Castillo,PRD,Chihuahua,CeciliaRomeroc
9219225,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219225.jpg,agustin.basave@congreso.gob.mx,AgustÌ_n Francisco de AsÌ_s Basave BenÌ_tez,PRD,Nuevo Le&#xF3;n,abasave
9219227,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219227.jpg,tania.arguijo@congreso.gob.mx,Tania Victoria Arguijo Herrera,PRD,Nuevo Le&#xF3;n,DiputadosfedPRD
9219229,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219229.jpg,waldo.fernandez@congreso.gob.mx,Waldo FernÌÁndez GonzÌÁlez,PRD,Nuevo Le&#xF3;n,FdzWaldo
9219235,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219235.jpg,candelario.perez@congreso.gob.mx,Candelario PÌ©rez Alvarado,PRD,Tabasco,DipCandelarioPA
9219237,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219237.jpg,karen.ramirez@congreso.gob.mx,Karen Orney RamÌ_rez Peralta,PRD,Veracruz,KarenOrney
9219239,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219239.jpg,felipefelipereyes63@congreso.gob.mx,Felipe Reyes Ìlvarez,PRD,Oaxaca,FelipeReyeslb
9219241,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219241.jpg,karina.baron@congreso.gob.mx,Natalia Karina BarÌ_n Ortiz,PRD,Oaxaca,KarinaBaronO
9219245,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219245.jpg,julio.saldana@congreso.gob.mx,Julio SaldaÌ±a MorÌÁn,PRD,Veracruz,JulioSaldanaM
9219247,diputado,"[{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219247.jpg,isaura.pool@congreso.gob.mx,Isaura Ivanova Pool Pech,PRD,Quintana Roo,ivanova_pool
9219255,diputado,[],RP,/Archivos/Fotos/9219255.jpg,jesus.zambrano@congreso.gob.mx,JosÌ© de JesÌ¼s Zambrano Grijalva,PRD,Distrito Federal,Jesus_ZambranoG
9219257,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219257.jpg,cristina.gaytan@congreso.gob.mx,Cristina Ismene GaytÌÁn HernÌÁndez,PRD,Distrito Federal,gaytancristina
9219259,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219259.jpg,lmaldonado.venegas@congreso.gob.mx,Luis Maldonado Venegas,PRD,Distrito Federal,maldonadovenega
9219261,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219261.jpg,maricela.contreras@congreso.gob.mx,Maricela Contreras JuliÌÁn,PRD,Distrito Federal,maricelacj
9219263,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219263.jpg,juan.rubio@congreso.gob.mx,Juan Fernando Rubio Quiroz,PRD,Distrito Federal,Nofexa
9219265,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219265.jpg,cecilia.soto@congreso.gob.mx,Cecilia Guadalupe Soto GonzÌÁlez,PRD,Distrito Federal,ceciliasotog
9219269,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219269.jpg,jesus.valencia@congreso.gob.mx,JesÌ¼s Salvador Valencia GuzmÌÁn,PRD,Distrito Federal,Valencia_Guzman
9219271,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219271.jpg,lluvia.flores@congreso.gob.mx,Lluvia Flores Sonduk,PRD,Guerrero,sondukyu
9219281,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219281.jpg,omar.ortega@congreso.gob.mx,Omar Ortega Ìlvarez,PRD,M&#xE9;xico,IvonneOP
9219283,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219283.jpg,karen.hurtado@congreso.gob.mx,Karen Hurtado Arana,PRD,M&#xE9;xico,hurtado_arana
9219285,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219285.jpg,tomas.octaviano@congreso.gob.mx,TomÌÁs Octaviano FÌ©lix,PRD,M&#xE9;xico,TomasOctaviano
9219287,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219287.jpg,maria.castelan@congreso.gob.mx,MarÌ_a Elida CastelÌÁn MondragÌ_n,PRD,M&#xE9;xico,CastelanElida
9219289,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219289.jpg,fidel.calderon@congreso.gob.mx,Fidel CalderÌ_n Torreblanca,PRD,Michoac&#xE1;n,FCTorreblanca
9219292,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219292.jpg,maria.valdes@congreso.gob.mx,MarÌ_a ConcepciÌ_n ValdÌ©s RamÌ_rez,PRD,Michoac&#xE1;n,DiputadosfedPRD
9219293,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219293.jpg,david.jimenez@congreso.gob.mx,David JimÌ©nez Rumbo,PRD,N/A,djimenezrumbo
9219295,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",RP,/Archivos/Fotos/9219295.jpg,maria.beltran@congreso.gob.mx,MarÌ_a Luisa BeltrÌÁn Reyes,PRD,Colima,DiputadosfedPRD
9219351,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219351.jpg,jose.santiago@congreso.gob.mx,JosÌ© Santiago LÌ_pez,PRD,M&#xE9;xico,josesalopez
9219353,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219353.jpg,olga.catalan@congreso.gob.mx,Olga CatalÌÁn Padilla,PRD,M&#xE9;xico,olga_dtto29
9219363,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219363.jpg,armando.soto@congreso.gob.mx,Armando Soto Espino,PRD,M&#xE9;xico,ArmandoSotoNeza
9219371,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219371.jpg,oscar.ferrer@congreso.gob.mx,ÌÒscar Ferrer Abalos,PRD,Tabasco,OFerrerAbalos
9219542,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219542.jpg,elio.bocanegra@congreso.gob.mx,Elio Bocanegra Ruiz,PRD,Tabasco,ElioBocanegra1
9219546,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219546.jpg,araceli.madrigal@congreso.gob.mx,Araceli Madrigal SÌÁnchez,PRD,Tabasco,DIP_ARACELIMADR
9219554,diputado,[],MR,/Archivos/Fotos/9219554.jpg,leonardo.amador@congreso.gob.mx,Leonardo Amador RodrÌ_guez,PRD,Veracruz,NaroAmador
9219572,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219572.jpg,ricardo.barrientos@congreso.gob.mx,Ricardo Ìngel Barrientos RÌ_os,PRD,Guerrero,RicardoAngelBR
9219576,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219576.jpg,victoriano.wences@congreso.gob.mx,Victoriano Wences Real,PRD,Guerrero,DiputadosfedPRD
9219594,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219594.jpg,erik.juarez@congreso.gob.mx,Erik JuÌÁrez Blanquet,PRD,Michoac&#xE1;n,erikjuarezB
9219602,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219602.jpg,norberto.martinez@congreso.gob.mx,Norberto Antonio MartÌ_nez Soto,PRD,Michoac&#xE1;n,Tony_Diputado
9219604,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219604.jpg,jguadalupe.hernandez@congreso.gob.mx,JosÌ© Guadalupe HernÌÁndez AlcalÌÁ,PRD,Michoac&#xE1;n,LupoHdz
9219606,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219606.jpg,angel.alanis@congreso.gob.mx,Ìngel II AlanÌ_s Pedraza,PRD,Michoac&#xE1;n,AngelAlanisP
9219610,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219610.jpg,araceli.saucedo@congreso.gob.mx,Araceli Saucedo Reyes,PRD,Michoac&#xE1;n,DiputadosfedPRD
9219614,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219614.jpg,hgarcia.chavez@congreso.gob.mx,HÌ©ctor Javier GarcÌ_a ChÌÁvez,PRD,Morelos,DipJavierGarcia
9219616,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219616.jpg,lucia.meza@congreso.gob.mx,LucÌ_a Virginia Meza GuzmÌÁn,PRD,Morelos,lucymeza07
9219686,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219686.jpg,hector.peralta@congreso.gob.mx,HÌ©ctor Peralta Grappin,PRD,Tabasco,ToroGrappin
9219692,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219692.jpg,francisco.nava@congreso.gob.mx,Francisco Xavier Nava Palacios,PRD,San Luis Potos&#xED;,navaslp
9219702,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219702.jpg,jose.estefan@congreso.gob.mx,JosÌ© Antonio Estefan Garfias,PRD,Oaxaca,pepetonoestefan
9219704,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219704.jpg,sergio.lopez@congreso.gob.mx,Sergio LÌ_pez SÌÁnchez,PRD,Oaxaca,SergioLopez_S
